,T-1,T-2,T-3,T-4,T-24,T-48,T-72,T-96,DAY,SEASON,TEMP,HUMIDITY,T
5441,2977.1303344373414,3035.0657018997126,3405.679541398456,3616.288259344793,2455.0365274610476,2264.7811385544514,1902.8933710242409,4933.351817775821,0.0,0.0,82.0,86.0,2708.011208160523
5442,2708.011208160523,2977.1303344373414,3035.0657018997126,3405.679541398456,885.1749575129201,997.0377268689483,959.98223189182,972.3473426070542,0.0,0.0,81.0,93.0,917.7652255081372
5443,917.7652255081372,2708.011208160523,2977.1303344373414,3035.0657018997126,953.2653388600677,997.0377268689483,951.8467892486688,964.1071108900451,0.0,0.0,81.0,93.0,917.7652255081372
5444,917.7652255081372,917.7652255081372,2708.011208160523,2977.1303344373414,919.2201481864938,947.1858405255009,866.3579575394917,929.0486704940434,0.0,0.0,81.0,93.0,826.6212479122476
5445,826.6212479122476,917.7652255081372,917.7652255081372,2708.011208160523,826.9780503786056,889.6644332061386,866.3579575394917,799.4522989447212,0.0,0.0,80.0,89.0,760.4915480792678
5446,760.4915480792678,826.6212479122476,917.7652255081372,917.7652255081372,793.2238442407036,856.7138986429482,789.0045684734657,747.3141055352828,0.0,0.0,80.0,89.0,727.4266981627779
5447,727.4266981627779,760.4915480792678,826.6212479122476,917.7652255081372,720.1867257871392,807.2880967981627,758.0632128470553,712.5553099289906,0.0,0.0,80.0,89.0,661.296998329798
5448,661.296998329798,727.4266981627779,760.4915480792678,826.6212479122476,750.4283328872916,1673.1610801115353,1661.7295447815804,634.2977903414136,0.0,0.0,80.0,87.0,1747.6565853450727
5449,1747.6565853450727,661.296998329798,727.4266981627779,760.4915480792678,750.4283328872916,1673.1610801115353,1661.7295447815804,634.2977903414136,0.0,0.0,80.0,87.0,1747.6565853450727
5450,1747.6565853450727,1747.6565853450727,661.296998329798,727.4266981627779,717.0759625367454,1673.1610801115353,1661.7295447815804,623.3616215424238,0.0,0.0,80.0,87.0,1747.6565853450727
5451,1747.6565853450727,1747.6565853450727,1747.6565853450727,661.296998329798,1372.1912715343294,1673.1610801115353,1661.7295447815804,623.3616215424238,0.0,0.0,81.0,77.0,1747.6565853450727
5452,1747.6565853450727,1747.6565853450727,1747.6565853450727,1747.6565853450727,1372.1912715343294,1741.5424459943547,1647.5267281595159,653.7695055201029,0.0,0.0,81.0,77.0,2006.147847866652
5453,2006.147847866652,1747.6565853450727,1747.6565853450727,1747.6565853450727,2198.812519446576,1741.5424459943547,1877.7543856031862,1235.7870742858577,0.0,0.0,81.0,77.0,2519.721696920515
