,X1,X2,X3,X4,X5,X6,X7
138,0.24377996,0.65460634,1.6044103,0.0,1.3432232,1.1276344,0.27897334
139,0.36309814,0.8310794,2.1758382,0.0,1.8670216,1.8090585,0.18124449
140,0.0,0.08436379,2.3745856,0.0,2.6031418,1.6766392,0.63343436
141,0.0,0.43711922,3.5094547,0.0,3.605163,2.6039662,0.63947177
142,0.0,0.543,3.666475,0.0,3.701806,2.740661,0.6134866
143,0.0,0.4774265,2.4570007,0.0,2.4096842,1.7246643,0.4957581
144,0.30215403,0.81608707,2.3982828,0.0,2.1346922,2.051017,0.19525403
145,0.0,0.22327468,3.0682464,0.0,3.287402,2.2600288,0.6595695
146,0.0,0.33053866,1.3882295,0.0,1.3204801,0.92917824,0.3851846
147,0.59386504,1.3422647,3.306744,0.0,2.7197926,2.7679393,0.11422908
148,0.0,0.13779208,2.9284294,0.0,3.2026358,2.1463397,0.67573035
149,0.0,0.35073802,3.0862403,0.0,3.2179375,2.2612188,0.61636174
150,0.0,0.33270583,3.3320973,0.0,3.4987388,2.4809098,0.64769983
151,0.0,0.45388362,3.672446,0.0,3.7779508,2.7458663,0.6503668
152,0.0,0.5644821,2.7223012,0.0,2.689496,1.8584427,0.5262112
153,0.0,0.29604623,3.23847,0.0,3.4225335,2.390856,0.6563866
154,0.29094735,0.64377624,1.4185047,0.0,1.2733917,1.1794899,0.16815642
155,0.0,0.040393148,0.550654,0.0,0.62003475,0.3373496,0.3522121
156,0.0,0.37354514,2.3654296,0.0,2.4303317,1.6765777,0.5119906
157,0.53238857,0.8329443,0.68636966,0.0,0.2592952,0.17224953,0.179564
158,0.0,0.77431,2.7137065,0.0,2.5246477,1.7992301,0.46510985
159,0.5587925,1.4067748,3.5359356,0.0,2.9586873,2.9463546,0.12276626
160,0.0,0.35890993,3.3637452,0.0,3.5223389,2.4831915,0.6525147
161,0.0,0.0947018,0.58090127,0.0,0.58769757,0.2853751,0.36572617
162,0.0,0.39979878,1.9999024,0.0,1.965553,1.4606344,0.41747487
163,0.15825194,0.95146775,3.1412318,0.0,2.797362,2.4438283,0.32570678
164,0.0,0.020150218,1.1196988,0.0,1.3036482,0.6852083,0.47085193
165,0.21666723,0.90643376,2.5625043,0.0,2.1750288,1.8444613,0.33905095
166,0.0,0.44940588,2.5635748,0.0,2.5647166,1.9469349,0.45802212
167,0.0,0.27134332,3.3395205,0.0,3.5594056,2.469145,0.6817223
168,0.0,0.64736354,3.8224425,0.0,3.7772603,2.8921711,0.5811311
169,0.3761171,0.6271916,0.9132418,0.0,0.694712,0.62535304,0.1663146
170,0.0,0.5457783,3.494173,0.0,3.5082045,2.5936618,0.5926184
171,0.0,0.29463777,3.2061296,0.0,3.393586,2.3903446,0.6399635
172,0.58962244,1.3998632,3.5669038,0.0,2.981058,3.022017,0.100728214
173,0.5200594,1.2685114,3.2190897,0.0,2.7099197,2.7016554,0.12596077
174,0.49469006,0.7333001,0.5272832,0.0,0.15899433,0.077577084,0.18160494
175,0.0,0.46369728,3.2991269,0.0,3.3498194,2.4233086,0.6052827
176,1.1013322,1.7040377,2.400691,0.0,1.4257681,1.7216803,0.0
177,0.38804007,1.1705687,3.257957,0.0,2.8234634,2.692497,0.18339995
178,0.59129506,1.3956296,3.526307,0.0,2.937991,2.9773731,0.10328439
179,0.0,0.5110054,3.7270827,0.0,3.8008194,2.8098965,0.6247047
180,0.0,0.5167576,3.743132,0.0,3.801876,2.801736,0.6355301
181,0.5863861,1.4556172,3.8494267,0.0,3.228918,3.2571387,0.113663375
182,0.5503932,1.379076,3.674262,0.0,3.0927377,3.0991867,0.1265187
183,0.34078437,0.84923047,2.2237706,0.0,1.9430817,1.8598865,0.17772406
184,0.3725754,0.957901,2.6592498,0.0,2.2867146,2.20643,0.19078988
185,0.0,0.35093138,2.8635519,0.0,2.9654343,2.0521216,0.60135347
186,0.4018587,0.6189198,0.9250289,0.0,0.6779346,0.6383208,0.16242585
187,0.59354144,1.4640429,3.8239183,0.0,3.206534,3.238215,0.10577613
188,0.29029226,0.16925672,0.095353976,0.0,0.017579485,0.043042853,0.19906008
189,0.45070416,1.0835941,2.659524,0.0,2.2503567,2.208192,0.14731655
190,0.0,0.101849884,2.6898186,0.0,2.946223,1.9148384,0.67605793
191,0.0,0.57636464,3.7280827,0.0,3.7326355,2.8009863,0.6037393
192,0.0,0.6129731,2.8007045,0.0,2.740139,1.9212738,0.51770735
193,0.5690075,1.23511,2.813095,0.0,2.2718062,2.2937279,0.12999344
194,0.0,0.48967573,3.1092286,0.0,3.1257625,2.2293901,0.5883868
195,0.0,0.19583902,3.1848373,0.0,3.4313293,2.3600466,0.68393254
196,0.0,0.67886555,3.724586,0.0,3.6575084,2.7757044,0.5734979
197,0.1477983,0.83609664,2.652439,0.0,2.3947735,2.061309,0.2989224
198,0.24587268,0.498387,1.4622613,0.0,1.3523654,1.3087487,0.19037355
199,0.56864786,1.1980575,2.721463,0.0,2.2471719,2.2970557,0.082190394
200,0.6015358,1.322276,3.2235518,0.0,2.6398506,2.696546,0.10767993
201,0.12843053,0.07833286,0.28824142,0.0,0.28423688,0.16772495,0.28013235
202,0.46937048,1.1851557,3.066893,0.0,2.622622,2.587923,0.13157085
203,0.0,0.0,0.60267365,0.0,0.6857726,0.3447576,0.38899282
204,0.0,0.09023079,2.4643626,0.0,2.725919,1.7850384,0.62630355
205,0.0,0.44079515,1.8008763,0.0,1.7173328,1.2567278,0.39357576
206,0.053271472,0.30016223,1.0769058,0.0,1.0149313,0.7220766,0.33715606
207,0.6013654,1.445704,3.7566614,0.0,3.1356242,3.1806135,0.10608491
208,0.45253298,0.6179378,0.4131911,0.0,0.1069716,0.041664723,0.18361434
209,0.110633105,0.04898243,0.2628257,0.0,0.278037,0.1552549,0.28360993
210,0.0,0.04871479,0.9523634,0.0,1.0340143,0.5081907,0.47205812
211,0.0,0.2291536,2.2156327,0.0,2.321579,1.489236,0.5796292
212,1.1349294,1.8202894,2.822896,0.0,1.7927299,2.111381,0.0
213,0.017393589,0.13572875,0.7611911,0.0,0.7778041,0.5239015,0.33528116
214,0.8424227,1.2641517,1.5782205,0.0,0.8772662,1.0283046,0.050590068
215,0.3036926,0.88887954,2.5886924,0.0,2.274379,2.149506,0.21733564
216,0.0,0.5413952,3.5857782,0.0,3.6084886,2.6634655,0.6091336
217,0.0,0.34223935,1.5184895,0.0,1.4721032,1.0253543,0.3965952
218,0.100464106,0.84070814,2.8343632,0.0,2.5780053,2.1908243,0.32925606
219,1.0035814,1.4468588,1.7614305,0.0,0.93236476,1.2060629,0.0
220,0.0,0.12986335,0.9264966,0.0,0.9586991,0.46427125,0.44640768
221,0.08142197,0.7972529,2.7408597,0.0,2.522942,2.1367128,0.324313
222,0.0988428,1.0505085,3.7943316,0.0,3.4487457,3.0385182,0.3452902
223,0.0,0.28339943,1.5482839,0.0,1.5463573,1.1005164,0.4010688
224,0.45842314,1.1392119,2.9439735,0.0,2.520563,2.4861958,0.13277707
225,0.23760015,0.90702,2.6293976,0.0,2.2589052,1.9703597,0.30146328
226,0.7788608,1.4839828,2.6020813,0.0,1.7835503,1.7860173,0.13052803
227,0.0,0.16793057,3.0512898,0.0,3.2972686,2.2488968,0.6814192
228,0.046098635,0.0070115067,0.3305005,0.0,0.37804097,0.2021909,0.3144997
229,0.3276208,0.70844483,1.2325312,0.0,0.91686064,0.6989813,0.25085792
230,0.0076756477,0.68337977,2.5602775,0.0,2.3836796,1.9366592,0.36935163
231,0.0,0.11638057,0.8087472,0.0,0.86144847,0.42702016,0.41118908
232,0.0,0.9338975,3.1074014,0.0,2.7992036,2.1472204,0.43984175
233,0.0,0.0981147,1.0972089,0.0,1.1921997,0.64304304,0.4634041
234,0.0,0.6718365,3.914425,0.0,3.8536932,2.9645147,0.5849168
235,0.0,0.57606053,2.3982246,0.0,2.2768779,1.7818935,0.40036324
236,0.0,0.31322894,3.4967003,0.0,3.703862,2.6277192,0.67078865
237,0.0,0.56909776,3.8545032,0.0,3.9032667,2.9124713,0.6184701
238,0.0,0.40538552,1.5507196,0.0,1.4593276,1.0545363,0.37301785
239,0.0,0.005239073,0.79032356,0.0,0.8911292,0.45251858,0.4289359
240,0.13171515,0.954908,2.5460608,0.0,2.1516643,1.6066155,0.39783865
241,0.6161706,1.3210607,2.7333436,0.0,2.0316916,1.947239,0.18741673
242,0.0,0.075137466,2.987297,0.0,3.3051896,2.19401,0.70799065
243,0.22368151,0.9677789,3.038476,0.0,2.6420808,2.3519351,0.31486848
244,0.0,0.5298368,2.2177744,0.0,2.1074376,1.640126,0.39286017
245,0.09700888,0.058255214,0.3195959,0.0,0.3358974,0.19521813,0.29190385
246,0.12510878,1.0384802,3.6409314,0.0,3.2888627,2.9032745,0.33527616
247,0.0,0.02192593,0.6546826,0.0,0.7240022,0.3452957,0.4063908
248,0.90600455,1.2647586,1.7343568,0.0,1.0323596,1.3181585,0.0
249,0.32319808,0.9005457,2.4358363,0.0,2.1172142,1.9749168,0.20282906
250,0.13407183,0.9650898,3.2948322,0.0,2.9695673,2.6020133,0.32611573
251,0.0,0.22098121,3.0613399,0.0,3.274363,2.2538579,0.6604873
252,0.53313434,1.2372844,3.122272,0.0,2.636251,2.668911,0.10549131
253,1.0775769,1.6161675,2.2177958,0.0,1.3021021,1.622213,0.0
254,0.0,0.0749155,1.0446376,0.0,1.1220661,0.5443631,0.49163094
255,0.290436,0.8883248,2.2257938,0.0,1.808969,1.5478911,0.31449145
256,0.0,0.43024513,3.62353,0.0,3.763463,2.7198586,0.64575064
257,0.0,0.30173406,2.773571,0.0,2.8939085,1.9481387,0.6236363
258,0.39901152,0.8946533,2.1347384,0.0,1.7917054,1.7244056,0.17164439
259,0.3275111,0.50420666,0.7960068,0.0,0.61785024,0.5452989,0.18887739
260,0.104029566,0.8008001,2.714483,0.0,2.4688063,2.105436,0.32845545
261,0.10934474,0.03232028,0.24714534,0.0,0.26447257,0.15041704,0.28546247
262,0.0,0.034915898,2.6773305,0.0,2.9941626,1.9345802,0.6869484
263,1.1645525,1.939878,3.0769267,0.0,1.99879,2.3118858,0.0
264,0.57808673,1.2382731,2.3689506,0.0,1.7386589,1.6197292,0.18745765
265,0.5254961,1.2386757,3.154086,0.0,2.6493187,2.661226,0.12266475
266,0.19494516,0.7601974,2.132761,0.0,1.7852229,1.4528978,0.35005742
267,0.0,0.46571538,3.3387303,0.0,3.3922694,2.4414616,0.61557317
268,0.0,0.6637182,4.0148225,0.0,3.9917564,3.0472748,0.6006577
269,0.37301418,0.79858965,1.9136416,0.0,1.618603,1.5590087,0.17401326
270,0.12240083,0.037544813,0.22993805,0.0,0.24102828,0.13972922,0.27946824
271,0.255912,0.83889717,2.2019825,0.0,1.8271294,1.5401409,0.3097419
272,0.32628477,0.48852602,0.97038186,0.0,0.8305543,0.8247018,0.16123357
273,0.0,0.5338336,3.6810365,0.0,3.7199018,2.7742095,0.6104951
274,0.0,0.44221148,2.2628465,0.0,2.227714,1.6739353,0.43457118
275,0.34276178,0.7355305,2.0838592,0.0,1.8090848,1.7756035,0.18083957
276,0.0,0.4309419,1.7258877,0.0,1.6399802,1.2071747,0.38212195
277,0.49842387,0.94666594,1.9890946,0.0,1.6412079,1.6797723,0.09444061
278,0.0,0.07074246,1.3525378,0.0,1.4796786,0.76383513,0.5438723
279,0.20371704,0.53809685,1.1896828,0.0,0.9873759,0.7361402,0.29127508
280,0.08088148,0.93291783,3.3769665,0.0,3.0735846,2.6620102,0.35350838
281,0.0,0.2832143,3.057822,0.0,3.2313232,2.2220397,0.64827853
282,0.0,0.1084446,0.73152745,0.0,0.767355,0.49254265,0.3456872
283,0.47340003,1.0038571,2.2760115,0.0,1.9302864,1.9499812,0.10432443
284,0.113210976,1.062293,3.2769184,0.0,2.93884,2.4722812,0.3513635
285,0.49993038,1.2113187,2.950595,0.0,2.4693465,2.431158,0.13543746
286,0.0,0.03376958,2.4324212,0.0,2.7141554,1.7129283,0.6654451
287,0.41044188,0.7562556,1.3452884,0.0,1.0850675,1.039664,0.14278302
288,0.41071486,1.0497344,2.889909,0.0,2.463709,2.3987346,0.18270457
289,1.1387646,1.8187716,2.8063908,0.0,1.7723644,2.093522,0.0
290,0.53088516,1.1807544,2.9079394,0.0,2.4364605,2.472577,0.10810828
291,0.53246,1.245873,2.629881,0.0,2.0820408,1.9920298,0.16735062
292,0.2621172,0.85935646,2.2739382,0.0,1.9026003,1.6278287,0.29866067
293,0.0,0.6601052,3.2150028,0.0,3.08034,2.2971358,0.54944026
294,0.3552297,0.7093175,1.4521304,0.0,1.2473025,1.1932467,0.15145394
295,0.101667605,0.04600201,0.2877591,0.0,0.30499896,0.17553481,0.28940928
296,0.015630588,0.410345,1.4635123,0.0,1.3614519,0.96641636,0.3707104
297,0.0,0.4692373,3.6604695,0.0,3.7538128,2.7462792,0.63751924
298,0.0,0.36042604,3.4203477,0.0,3.5850098,2.571009,0.6434727
299,0.3472224,0.91086185,1.5786766,0.0,1.1213799,0.78941494,0.30936986
300,0.0,0.5993459,3.3105536,0.0,3.2888808,2.3031366,0.62142074
301,0.0,0.1069482,0.9788549,0.0,1.0451918,0.5173725,0.45828772
302,0.2753008,0.9783118,2.7797246,0.0,2.3485553,2.0829318,0.30822152
303,0.2550221,0.8572023,2.2863402,0.0,1.9179752,1.6345038,0.3013529
304,0.15807292,0.8829279,2.7946122,0.0,2.5233614,2.1920228,0.2911232
305,0.11197716,1.0616771,3.7551599,0.0,3.401698,2.9951763,0.340532
306,0.06148891,0.017015036,0.31721544,0.0,0.3565421,0.19391432,0.3075307
307,1.179939,1.9818316,3.2194471,0.0,2.1068544,2.4213688,0.0
308,0.46606654,1.0831484,2.86666,0.0,2.4444616,2.457067,0.1361509
309,0.0,0.867803,3.4737182,0.0,3.2273788,2.7443442,0.3878587
310,0.4779474,0.78343713,1.3647741,0.0,1.0577637,1.0823758,0.11510831
311,0.079167366,0.5088642,1.6052244,0.0,1.448432,1.0909753,0.34492818
312,0.14803745,0.14985485,0.40768078,0.0,0.3839689,0.2645797,0.26930147
313,0.0,0.25360176,3.2605472,0.0,3.4848058,2.4155786,0.6736906
314,0.35314703,0.90751517,2.5016046,0.0,2.1674345,2.0768142,0.18718222
315,0.0,0.40564618,2.6185927,0.0,2.6493342,1.837339,0.5533999
316,0.9173542,1.4553407,2.4586003,0.0,1.6843684,1.9451272,0.0
317,0.29708713,0.9846666,2.6234422,0.0,2.2027764,1.9511393,0.2891903
318,0.48898697,1.0832759,2.7155595,0.0,2.260322,2.2606087,0.14250672
319,0.31525227,0.9694183,2.5331225,0.0,2.080719,1.8383338,0.30096814
320,0.122633636,0.9786991,3.3667939,0.0,3.0355523,2.6493015,0.336509
321,0.0,0.120868355,1.8417256,0.0,1.9907326,1.2459308,0.54603314
322,0.0,0.44969842,2.351561,0.0,2.3235884,1.7452393,0.44367623
323,0.0,0.46100673,3.626052,0.0,3.7231636,2.7145324,0.63802767
324,0.0,0.4958249,3.5115309,0.0,3.5524611,2.606181,0.6161515
325,0.3925382,1.1596497,3.3664207,0.0,2.9165788,2.8126616,0.18794382
326,0.16877878,1.0552745,3.5470066,0.0,3.1748736,2.8271246,0.31626725
327,0.27159554,0.41038343,0.81122124,0.0,0.70592207,0.64954585,0.19285755
328,0.301289,0.5778782,1.4296447,0.0,1.2089105,1.1280764,0.21213594
329,0.0,0.0,0.72900444,0.0,0.82268167,0.42112833,0.41705942
330,0.11209613,0.6506847,2.0601938,0.0,1.8462567,1.5000504,0.33276072
331,0.34748644,0.44336045,0.9562572,0.0,0.79756314,0.8440253,0.15985058
332,0.35676584,0.80775464,1.7797537,0.0,1.403764,1.2457768,0.24897021
333,0.34466988,0.49774417,0.9577737,0.0,0.8196432,0.83880985,0.14522442
334,0.0,0.23648247,2.5799575,0.0,2.7307496,1.7994,0.6194684
335,0.6006772,1.4558493,3.7789545,0.0,3.1599917,3.202947,0.10413885
336,0.5880306,1.4576173,3.862226,0.0,3.2429657,3.2754538,0.1108101
337,0.0,0.47424158,2.6099544,0.0,2.5710812,1.9675828,0.46598917
338,0.0,0.062074874,0.9600769,0.0,1.0666546,0.5114239,0.46738994
339,0.5673396,1.3330897,3.3600183,0.0,2.8047981,2.8344367,0.11016524
340,0.0,0.25936708,3.4483101,0.0,3.6789646,2.5705945,0.6954534
341,0.0,0.47094986,3.5522442,0.0,3.6267936,2.644801,0.6291555
342,0.19493991,1.0310036,3.2710555,0.0,2.8983643,2.565052,0.30732206
